split,investor,n_epochs,loss_first,loss_last,drop_share_by_80pct_epochs,final_step_share_of_drop,weight_final_step_max_abs,weight_final_step_rel
40,foreign,75,0.063549,0.05354,1.0010990108901985,-0.0007992806474167375,0.00035512587055560024,0.007566897699243643
40,institution,75,0.016159,0.01585,1.0,0.0,6.113413837734561e-05,0.005177602084500827
40,retail,75,0.113075,0.101557,0.9988713318284426,-0.0006077444000688593,0.00029702484607690115,0.0051194030847391036
41,foreign,75,0.062802,0.052836,1.0001003411599438,0.001304435079269429,0.0002096961252392002,0.004585219578256441
41,institution,75,0.014551,0.014295,0.9960937500000029,0.0,4.557658667181386e-05,0.005822305083117613
41,retail,75,0.113259,0.102845,0.9980795083541394,9.602458229316312e-05,0.00034796318504959974,0.006598511811327456
42,foreign,75,0.068247,0.057995,1.008095981271947,-0.009266484588372788,0.0016631989274173997,0.027468078606443208
42,institution,75,0.017187,0.016854,1.0,0.0,0.0001230028283316642,0.011092910645452439
42,retail,75,0.11715,0.103322,0.9997830488863174,0.000795487416835198,0.0001629479229450989,0.003575889572123652
43,foreign,75,0.067174,0.055963,0.9998216037819997,-0.00017839621800035683,0.00022738240659239944,0.004064582089042915
43,institution,75,0.015643,0.015267,1.0,0.002659574468087757,8.960685227069999e-05,0.007301329861811124
43,retail,75,0.117329,0.104479,0.9989883268482491,-0.0003112840466929183,0.0003607557155191998,0.00744256201275222
44,foreign,75,0.066956,0.054277,0.9830428267213502,0.0013407997476144113,0.0023023430258034966,0.03926727949826149
44,institution,75,0.015773,0.015545,1.0,-0.004385964912277498,8.176856499630958e-05,0.009844197264987838
44,retail,75,0.108124,0.095295,0.9993764128147171,-0.000389741990802479,0.00039267167449000273,0.008703911041697923
