split,investor,coefficient,exact_lasso,adam,abs_diff
6,foreign,fx_level_z_252,-0.006997992759626304,-0.006867881398648,0.00013011136097830413
6,institution,momentum,-0.0014791195441399264,-0.0014954992802813,1.637973614137373e-05
6,institution,persist,0.01402983540892382,0.0140549484640359,2.511305511208005e-05
6,institution,underwater,-0.0,-0.0003917568537872,0.0003917568537872
6,institution,momentumxkospi_return_1d,-0.0,-0.0001912383886519,0.0001912383886519
6,institution,momentumxfx_level_z_252,0.0008155331430783435,0.0007805934292264,3.4939713851943484e-05
6,institution,persistxkospi_return_1d,-0.0,-5.6269684137078e-05,5.6269684137078e-05
6,institution,persistxfx_level_z_252,-0.0008941613539725446,-0.0009334057103842,3.9244356411655417e-05
6,institution,underwaterxkospi_return_1d,0.007351309293181128,0.0071926517412066,0.00015865755197452813
6,institution,underwaterxfx_level_z_252,0.0,-3.281717363279313e-05,3.281717363279313e-05
6,institution,kospi_return_1d,-0.004383527118045324,-0.0043316250666975,5.1902051347823934e-05
6,institution,fx_level_z_252,-0.002950271721914466,-0.0029515763744711,1.3046525566338778e-06
6,retail,momentum,-0.026806875041522522,-0.0301374047994613,0.0033305297579387765
6,retail,persist,0.0387452843934946,0.0380786135792732,0.0006666708142213998
6,retail,underwater,0.052152361192240454,0.0480968505144119,0.0040555106778285555
6,retail,momentumxkospi_return_1d,0.004498137947324414,0.0050333337858319,0.0005351958385074853
6,retail,momentumxfx_level_z_252,0.0,-5.657725705532357e-05,5.657725705532357e-05
6,retail,persistxkospi_return_1d,0.006370188184474473,0.0069819930940866,0.0006118049096121275
6,retail,persistxfx_level_z_252,-0.018221578951033063,-0.0187744665890932,0.0005528876380601379
6,retail,underwaterxkospi_return_1d,0.010848345026778944,0.0112266382202506,0.0003782931934716554
6,retail,underwaterxfx_level_z_252,-0.026238879620329985,-0.0251087360084056,0.0011301436119243863
6,retail,kospi_return_1d,-0.026404699262460106,-0.0277259852737188,0.0013212860112586933
6,retail,fx_level_z_252,0.023832199355552447,0.0252280868589878,0.0013958875034353543
7,foreign,momentum,0.04807202165292392,0.0480343699455261,3.765170739782053e-05
7,foreign,persist,0.04400270665759172,0.0441127344965934,0.00011002783900167928
7,foreign,underwater,0.0025742814965003173,0.0025856522843241,1.1370787823782903e-05
7,foreign,momentumxkospi_return_1d,-0.011319145836214647,-0.0113571463152766,3.800047906195314e-05
7,foreign,momentumxfx_level_z_252,-0.010189140160434092,-0.0102818002924323,9.266013199820712e-05
7,foreign,persistxkospi_return_1d,-0.00875705157202299,-0.0088686728850007,0.0001116213129777107
7,foreign,persistxfx_level_z_252,-0.005167626826840881,-0.0051899696700274,2.2342843186518718e-05
7,foreign,underwaterxkospi_return_1d,-0.008861429846831031,-0.0087320329621434,0.00012939688468763082
7,foreign,underwaterxfx_level_z_252,-0.00412256594141888,-0.0040693217888474,5.324415257148066e-05
7,foreign,kospi_return_1d,0.03105194738442757,0.0311453491449356,9.340176050803145e-05
7,foreign,fx_level_z_252,-0.02164320759029505,-0.0218869764357805,0.00024376884548545086
7,institution,momentum,-0.0016166611019098702,-0.0015151868574321,0.00010147424447777033
7,institution,persist,0.014201293276428013,0.0142615567892789,6.026351285088813e-05
7,institution,underwater,-0.0001902733375816398,-0.0003933480766136,0.00020307473903196017
7,institution,momentumxkospi_return_1d,-0.0,-0.0001148561277659,0.0001148561277659
7,institution,momentumxfx_level_z_252,0.0,0.0001765220658853,0.0001765220658853
7,institution,persistxkospi_return_1d,-0.0,-0.0001303264289163,0.0001303264289163
7,institution,persistxfx_level_z_252,-0.001862145980459742,-0.0018163694767281,4.577650373164188e-05
7,institution,underwaterxkospi_return_1d,0.005551973347963145,0.0052773128263652,0.0002746605215979449
7,institution,underwaterxfx_level_z_252,0.002379199444426516,0.0022911885753273,8.801086909921568e-05
7,institution,kospi_return_1d,-0.002900331887941821,-0.0030036303214728,0.00010329843353097884
7,institution,fx_level_z_252,-0.0011422787698294268,-0.0011141458526253,2.8132917204126825e-05
7,retail,momentum,-0.029749663134464345,-0.03317242115736,0.0034227580228956556
7,retail,persist,0.03144578070935662,0.0330205075442791,0.001574726834922477
7,retail,underwater,0.05446257714409244,0.049773346632719,0.004689230511373439
