experiment,epochs,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_100_lr_0p001_l1_0,100,0.001,0.0,37,institution,765,194,0.6848851602061902,0.5463917525773195,0.5282935455349249,0.6897518634796143
ep_100_lr_0p001_l1_0,100,0.001,0.0,37,retail,765,194,0.6484003097403284,0.4948453608247423,0.4913857677902621,0.7102441191673279
ep_100_lr_0p001_l1_0,100,0.001,0.0,38,foreign,768,197,0.6141795913378397,0.6192893401015228,0.6029186487140208,0.7036343216896057
ep_100_lr_0p001_l1_0,100,0.001,0.0,38,institution,768,197,0.6855947176615397,0.5532994923857868,0.5523652137988019,0.6886619329452515
ep_100_lr_0p001_l1_0,100,0.001,0.0,38,retail,768,197,0.6444204648335775,0.5228426395939086,0.509066808059385,0.7583529949188232
ep_100_lr_0p001_l1_0,100,0.001,0.0,39,foreign,772,194,0.6385596484100263,0.654639175257732,0.641602558800011,0.6260083317756653
ep_100_lr_0p001_l1_0,100,0.001,0.0,39,institution,772,194,0.6821422546021061,0.5103092783505154,0.4850085226478889,0.7084434032440186
ep_100_lr_0p001_l1_0,100,0.001,0.0,39,retail,772,194,0.6697553908886688,0.6185567010309279,0.61839447102605,0.655349612236023
ep_100_lr_0p001_l1_0,100,0.001,0.0,40,foreign,765,194,0.6354203629337885,0.654639175257732,0.6544096142086091,0.599077045917511
ep_100_lr_0p001_l1_0,100,0.001,0.0,40,institution,765,194,0.6775716595400393,0.5103092783505154,0.4896857261525681,0.7327681183815002
ep_100_lr_0p001_l1_0,100,0.001,0.0,40,retail,765,194,0.6633235285484713,0.6185567010309279,0.6181914893617022,0.653630793094635
ep_100_lr_0p001_l1_0,100,0.001,0.0,41,foreign,768,197,0.6269964575767517,0.6446700507614214,0.6405859049207674,0.6577320098876953
ep_100_lr_0p001_l1_0,100,0.001,0.0,41,institution,768,197,0.6773149967193604,0.5126903553299492,0.512677798392084,0.743406355381012
ep_100_lr_0p001_l1_0,100,0.001,0.0,41,retail,768,197,0.6606775720914205,0.6243654822335025,0.623190653432589,0.6912580132484436
ep_100_lr_0p001_l1_0,100,0.001,0.0,42,foreign,772,194,0.6319734661072647,0.6391752577319587,0.6388297872340425,0.6282943487167358
ep_100_lr_0p001_l1_0,100,0.001,0.0,42,institution,772,194,0.6838157004025316,0.520618556701031,0.4850292564578279,0.697860062122345
ep_100_lr_0p001_l1_0,100,0.001,0.0,42,retail,772,194,0.658960067237597,0.6030927835051546,0.6028289596128792,0.6741025447845459
ep_100_lr_0p001_l1_0,100,0.001,0.0,43,foreign,768,197,0.6147064566612244,0.6395939086294417,0.6372007366482504,0.7267719507217407
ep_100_lr_0p001_l1_0,100,0.001,0.0,43,institution,768,197,0.6810452739397684,0.4873096446700508,0.4872567968045355,0.7347360849380493
ep_100_lr_0p001_l1_0,100,0.001,0.0,43,retail,768,197,0.6525095701217651,0.6091370558375635,0.6084914182475158,0.7178570628166199
ep_100_lr_0p001_l1_0,100,0.001,0.0,44,foreign,775,197,0.6161202641456358,0.6192893401015228,0.5774345774345775,0.6912376880645752
ep_100_lr_0p001_l1_0,100,0.001,0.0,44,institution,775,197,0.6840133475488231,0.5076142131979695,0.5071570422716839,0.6922886371612549
