experiment,epochs,batch_size,learning_rate,lambda_l1,investor,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,accuracy_rank,nll_rank
ep_10_bs_2048_lr_0p0006_l1_0p01,10,2048,0.0006,0.01,retail,0.5917002459574022,0.04786175679866713,0.5813494243342432,0.048491979905077094,0.6893062459097968,0.0021435237495859715,4.0,7.0
ep_5_bs_2048_lr_0p0005_l1_0p01,5,2048,0.0005,0.01,retail,0.5916828021700071,0.046626433247438155,0.5823520034439897,0.04719332021472967,0.6914319369528029,0.0009267396402496935,5.0,17.0
ep_18_bs_2048_lr_0p0004_l1_0p01,18,2048,0.0004,0.01,retail,0.5914694065042069,0.04797061788591297,0.580961460360375,0.048236583001868845,0.688693888982137,0.00252352176314459,6.0,6.0
ep_15_bs_2048_lr_0p0006_l1_0p01,15,2048,0.0006,0.01,retail,0.5913566033457184,0.04830903105020094,0.5806500072493969,0.04871403235453257,0.6877715322706435,0.0031255101848008367,7.0,2.0
ep_15_bs_2048_lr_0p0005_l1_0p01,15,2048,0.0005,0.01,retail,0.5913548589669789,0.04797774774795933,0.5808145019140492,0.04826853864756139,0.6885245468881395,0.0026341933072824347,8.0,4.0
ep_12_bs_2048_lr_0p0005_l1_0p01,12,2048,0.0005,0.01,retail,0.5913531145882394,0.04756808526615075,0.5810811363846574,0.047858893474550177,0.6893238226572672,0.0021339756395829046,9.0,8.0
ep_5_bs_2048_lr_0p0004_l1_0p01,5,2048,0.0004,0.01,retail,0.5913409039370628,0.04662000079590349,0.5820257747106978,0.04722571728427568,0.6917623956998189,0.0007446645502286571,10.0,18.0
ep_10_bs_2048_lr_0p0005_l1_0p01,10,2048,0.0005,0.01,retail,0.591240311429751,0.04750208382908572,0.5810369984571494,0.04813987648155626,0.6898828652169969,0.0017997468257777238,11.0,10.0
ep_18_bs_2048_lr_0p0006_l1_0p01,18,2048,0.0006,0.01,retail,0.5909001575755461,0.047780430176887025,0.5799537002736427,0.0480749939573127,0.6869474424256219,0.003703591191459576,12.0,1.0
ep_8_bs_2048_lr_0p0006_l1_0p01,8,2048,0.0006,0.01,retail,0.5908966688180671,0.04738118482276562,0.580821660520448,0.048078691688317535,0.689994129869673,0.0017409782141992918,13.0,11.0
ep_10_bs_2048_lr_0p0004_l1_0p01,10,2048,0.0004,0.01,retail,0.5907821212808392,0.04682685256823664,0.5807278181724412,0.0473659844732825,0.6904828084839715,0.0014539280706452487,14.0,14.0
ep_8_bs_2048_lr_0p0004_l1_0p01,8,2048,0.0004,0.01,retail,0.5907821212808392,0.04789324814666442,0.5808519895347712,0.04857370109010223,0.6909793774286906,0.0011783403594046418,14.0,15.0
ep_12_bs_2048_lr_0p0004_l1_0p01,12,2048,0.0004,0.01,retail,0.5906693181223507,0.04683776865562107,0.5805742025233889,0.04758063239076777,0.6900129304991828,0.0017263096990915382,16.0,12.0
ep_8_bs_2048_lr_0p0005_l1_0p01,8,2048,0.0005,0.01,retail,0.5906675737436112,0.0470919423482971,0.5806585694135553,0.047679812074736025,0.6904779884550306,0.0014608085729541102,17.0,13.0
ep_18_bs_2048_lr_0p0005_l1_0p01,18,2048,0.0005,0.01,retail,0.5905547705851227,0.04813469266918652,0.5797798792906915,0.04875242856458341,0.6877845062149895,0.0031118065113816605,18.0,3.0
