experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,20,retail,765,194,0.6718212747106365,0.6701030927835051,0.6695411476631534,0.6437852382659912
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,21,foreign,765,194,0.638351083658879,0.7010309278350515,0.7010309278350515,0.6308692097663879
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,21,institution,765,194,0.6867221883699006,0.5309278350515464,0.5306160431788572,0.6982477903366089
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,21,retail,765,194,0.6626551023495743,0.6030927835051546,0.6030822372791285,0.6740361452102661
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,22,foreign,765,194,0.6315682697140313,0.6237113402061856,0.6061187595605618,0.6584405899047852
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,22,institution,765,194,0.6866893777660296,0.5103092783505154,0.5065199346667738,0.6884372234344482
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,22,retail,765,194,0.6597171792797014,0.5670103092783505,0.5515685195376995,0.6785740256309509
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,23,foreign,768,197,0.6222294718027115,0.6192893401015228,0.5774345774345775,0.6935288310050964
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,23,institution,768,197,0.6842504491408666,0.5126903553299492,0.5018963337547409,0.707243800163269
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,23,retail,768,197,0.6566067089637121,0.5532994923857868,0.5184444444444445,0.6960405111312866
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,24,foreign,772,194,0.6334609049589522,0.6134020618556701,0.5847010132724418,0.6519099473953247
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,24,institution,772,194,0.6858983938558114,0.5360824742268041,0.5336538461538461,0.6924051642417908
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,24,retail,772,194,0.6716306209564209,0.6804123711340206,0.6440577651515151,0.6460450887680054
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,25,foreign,765,194,0.6340362100040211,0.6288659793814433,0.5976958525345623,0.6494573950767517
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,25,institution,765,194,0.6863124726644528,0.5721649484536082,0.5670923511224627,0.6874140501022339
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,25,retail,765,194,0.6619097920025097,0.5515463917525774,0.5209876543209877,0.6770457029342651
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,26,foreign,765,194,0.644156541621763,0.6494845360824743,0.6420275697384131,0.6107841730117798
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,26,institution,765,194,0.6798479623264737,0.5,0.4951576123407109,0.7131571173667908
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,26,retail,765,194,0.6753404703794741,0.6958762886597938,0.6868142391988399,0.6370049715042114
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,27,foreign,765,194,0.6356862594099606,0.6443298969072165,0.6392594389198804,0.6458962559700012
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,27,institution,765,194,0.6843717487808926,0.5360824742268041,0.5275974025974026,0.6976044774055481
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,27,retail,765,194,0.6674272116492777,0.6494845360824743,0.6440366972477064,0.6609460711479187
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,28,foreign,765,194,0.6312409885568556,0.6288659793814433,0.5733137829912024,0.6577861309051514
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,28,institution,765,194,0.6833911271656261,0.4948453608247423,0.4788377192982456,0.6960527896881104
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,28,retail,765,194,0.6646816672842487,0.6185567010309279,0.5751657196969697,0.6644707322120667
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,29,foreign,768,197,0.620245044430097,0.6091370558375635,0.5060405744244358,0.7078386545181274
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,29,institution,768,197,0.683686355749766,0.5076142131979695,0.506342194321734,0.6971779465675354
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,29,retail,768,197,0.6619353493054708,0.5989847715736041,0.5098730828583127,0.678962230682373
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,30,foreign,772,194,0.6334658323791978,0.5773195876288659,0.572779031045225,0.6674646735191345
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,30,institution,772,194,0.6879064805149414,0.6030927835051546,0.5974344463308809,0.6852918863296509
