coefficient,split,investor,feature,weight,parameter_type,parameter,mean,std,positive_rate,negative_rate,split_count,direction_consistency,context
B,7,institution,herd,-0.0002773584565147,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,7,institution,herd,-0.0002306239039171,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,7,institution,herd,5.997075641062111e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,7,institution,underwater,0.0031326534226536,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,7,institution,underwater,-4.324617475504056e-05,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,7,institution,underwater,0.0006076606223359,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,7,retail,momentum,0.0056953290477395,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,7,retail,momentum,0.0187640096992254,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,7,retail,momentum,0.0086349137127399,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,7,retail,herd,-0.0023452725727111,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,7,retail,herd,0.0203451886773109,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,7,retail,herd,0.011859213002026,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,7,retail,underwater,0.0042661484330892,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,7,retail,underwater,-0.0201203692704439,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,7,retail,underwater,-0.0034319548867642,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,8,foreign,momentum,-0.0107724405825138,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,8,foreign,momentum,-0.0094815110787749,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,8,foreign,momentum,-0.0269288253039121,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,8,foreign,herd,-0.005526699591428,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,8,foreign,herd,0.006928018759936,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,8,foreign,herd,0.0058350777253508,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,8,foreign,underwater,0.0066083897836506,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,8,foreign,underwater,-0.0111017944291234,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,8,foreign,underwater,-0.0068361964076757,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,8,institution,momentum,-0.0002934251388069,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,8,institution,momentum,0.0001176124496851,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,8,institution,momentum,0.0001941217051353,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,8,institution,herd,-0.0002229702949989,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,8,institution,herd,0.0001416570012224,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,8,institution,herd,-6.691550515824929e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,8,institution,underwater,0.0039908955805003,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,8,institution,underwater,0.0005907072918489,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,8,institution,underwater,0.0003237962082494,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,8,retail,momentum,-0.0003011711232829,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,8,retail,momentum,0.0161406341940164,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,8,retail,momentum,0.0169524289667606,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,8,retail,herd,-0.0128680579364299,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,8,retail,herd,0.0114799635484814,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,8,retail,herd,-0.003570920554921,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,8,retail,underwater,0.0028312215581536,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,8,retail,underwater,-0.0173238180577754,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,8,retail,underwater,0.0031352380756288,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,9,foreign,momentum,-0.0074525070376694,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,9,foreign,momentum,0.0030173980630934,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,9,foreign,momentum,-0.0201254338026046,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,9,foreign,herd,9.643295197747648e-05,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,9,foreign,herd,0.0085459602996706,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,9,foreign,herd,0.0370951630175113,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,9,foreign,underwater,0.0104389144107699,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,9,foreign,underwater,-0.0200098566710948,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,9,foreign,underwater,0.0090299136936664,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,9,institution,momentum,-0.0001599429378984,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,9,institution,momentum,-5.043882629252039e-05,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,9,institution,momentum,0.000582831329666,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,9,institution,herd,-0.0004679107805714,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,9,institution,herd,0.0022715718951076,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,9,institution,herd,-0.0001728991483105,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,9,institution,underwater,0.0016320837894454,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,9,institution,underwater,0.0004650985065381,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,9,institution,underwater,0.0006138990283943,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,9,retail,momentum,0.0005253633717074,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,9,retail,momentum,0.0185616947710514,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,9,retail,momentum,0.0098171336576342,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,9,retail,herd,-0.0016687592724338,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,9,retail,herd,0.0032721464522182,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,9,retail,herd,0.0151846585795283,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,9,retail,underwater,-0.0060278801247477,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,9,retail,underwater,-0.0244359020143747,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,9,retail,underwater,-0.0086890300735831,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,10,foreign,momentum,-0.0071548456326127,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,10,foreign,momentum,-0.0004201456904411,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,10,foreign,momentum,-0.0227188467979431,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,10,foreign,herd,-0.0001068829733412,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,10,foreign,herd,0.0006195866735652,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,10,foreign,herd,0.018801424652338,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,10,foreign,underwater,0.004416131414473,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,10,foreign,underwater,-0.014453837648034,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,10,foreign,underwater,0.0086075654253363,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,10,institution,momentum,-0.0003019789874088,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,10,institution,momentum,1.840970071498305e-05,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,10,institution,momentum,0.0018845852464437,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,10,institution,herd,-0.0004352813120931,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,10,institution,herd,0.0033028435427695,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,10,institution,herd,6.067795038688928e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,10,institution,underwater,0.0031410860829055,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,10,institution,underwater,0.0002568152849562,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,10,institution,underwater,0.0024152363184839,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,10,retail,momentum,0.00142038683407,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,10,retail,momentum,0.0166454650461673,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,10,retail,momentum,0.0120226787403225,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,10,retail,herd,-0.0114163868129253,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,10,retail,herd,-0.0014150567585602,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,10,retail,herd,0.0104903662577271,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,10,retail,underwater,-0.0072959810495376,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,10,retail,underwater,-0.0230797994881868,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,10,retail,underwater,-0.007566463202238,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,11,foreign,momentum,-0.0056274370290338,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,11,foreign,momentum,0.0005881316610611,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,11,foreign,momentum,-0.0181950163096189,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,11,foreign,herd,0.0061082555912435,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,11,foreign,herd,-0.0011811966542154,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,11,foreign,herd,0.0220412891358137,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,11,foreign,underwater,0.0029848841950297,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,11,foreign,underwater,-0.0143378302454948,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,11,foreign,underwater,0.0105205923318862,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,11,institution,momentum,-5.578999844146893e-05,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,11,institution,momentum,0.0002417561627225,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,11,institution,momentum,0.0026390997227281,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,11,institution,herd,-0.0006136363954283,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,11,institution,herd,5.658272493747063e-05,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,11,institution,herd,-0.00015279953368,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,11,institution,underwater,0.0025626139249652,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,11,institution,underwater,0.0002898145467042,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,11,institution,underwater,0.0004333333054091,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,11,retail,momentum,0.0015385476872324,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,11,retail,momentum,0.0156310517340898,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,11,retail,momentum,0.0117581887170672,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,11,retail,herd,-0.005486553069204,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,11,retail,herd,-0.0018512717215344,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,11,retail,herd,0.0080271307379007,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,11,retail,underwater,-0.0061991475522518,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,11,retail,underwater,-0.0257038697600364,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,11,retail,underwater,-0.0092559661716222,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,12,foreign,momentum,-0.0044688833877444,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,12,foreign,momentum,-0.0017080149846151,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,12,foreign,momentum,-0.0140228448435664,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,12,foreign,herd,0.0059620067477226,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,12,foreign,herd,-0.0019608018919825,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,12,foreign,herd,0.0216016136109828,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,12,foreign,underwater,0.0005444722482934,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,12,foreign,underwater,-0.0070958081632852,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,12,foreign,underwater,0.0104784797877073,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,12,institution,momentum,-0.0009391595376655,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,12,institution,momentum,0.0005255787982605,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,12,institution,momentum,0.0006938525475561,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,12,institution,herd,2.0331273844931275e-05,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,12,institution,herd,0.0003793227951973,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,12,institution,herd,3.052932152058929e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,12,institution,underwater,0.0013433509739115,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,12,institution,underwater,0.0001825794024625,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,12,institution,underwater,0.0001033351800288,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,12,retail,momentum,-0.0013342766324058,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,12,retail,momentum,0.0161837134510278,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
