coefficient,split,investor,feature,weight,parameter_type,parameter,mean,std,positive_rate,negative_rate,split_count,direction_consistency,context
B,12,retail,momentum,0.0098718889057636,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,12,retail,herd,-0.0087625058367848,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,12,retail,herd,-0.0017688869265839,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,12,retail,herd,0.0140131507068872,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,12,retail,underwater,-0.0065375394187867,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,12,retail,underwater,-0.0249605700373649,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,12,retail,underwater,-0.0117859411984682,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,13,foreign,momentum,-0.005487862508744,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,13,foreign,momentum,0.0066014435142278,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,13,foreign,momentum,-0.0135970748960971,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,13,foreign,herd,0.006070724222809,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,13,foreign,herd,-0.0069357962347567,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,13,foreign,herd,0.0277589410543441,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,13,foreign,underwater,-0.0048875361680984,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,13,foreign,underwater,-0.0044260625727474,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,13,foreign,underwater,0.00600052671507,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,13,institution,momentum,6.372534699039534e-05,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,13,institution,momentum,0.0001390959514537,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,13,institution,momentum,-0.000312864256557,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,13,institution,herd,-0.0022184967529028,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,13,institution,herd,-2.58675790973939e-05,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,13,institution,herd,0.000550995056983,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,13,institution,underwater,0.0017768981633707,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,13,institution,underwater,-8.964506560005248e-05,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,13,institution,underwater,0.0015970742097124,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,13,retail,momentum,-0.0032721818424761,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,13,retail,momentum,0.0080168172717094,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,13,retail,momentum,0.0096604526042938,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,13,retail,herd,-0.0092261843383312,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,13,retail,herd,-0.0017473001498728,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,13,retail,herd,0.0130400685593485,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,13,retail,underwater,-0.0089315399527549,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,13,retail,underwater,-0.0128506384789943,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,13,retail,underwater,-0.0272857509553432,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,14,foreign,momentum,-0.0050752344541251,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,14,foreign,momentum,0.0017505506984889,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,14,foreign,momentum,-0.0125969024375081,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,14,foreign,herd,0.0107323341071605,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,14,foreign,herd,-0.0029792024288326,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,14,foreign,herd,0.0262937974184751,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,14,foreign,underwater,-0.003507895162329,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,14,foreign,underwater,-0.0111921923235058,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,14,foreign,underwater,0.012215151451528,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,14,institution,momentum,-0.0015215703751891,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,14,institution,momentum,0.0002923513529822,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,14,institution,momentum,0.0014049777528271,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,14,institution,herd,-0.0001244552549906,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,14,institution,herd,0.0010248778853565,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,14,institution,herd,0.000211946084164,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,14,institution,underwater,0.0038524116389453,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,14,institution,underwater,0.0003232195158489,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,14,institution,underwater,0.0029953862540423,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,14,retail,momentum,-0.0009408235782757,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,14,retail,momentum,0.0051205740310251,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,14,retail,momentum,0.0077511672861874,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,14,retail,herd,-0.0084720300510525,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,14,retail,herd,-0.0024676478933542,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,14,retail,herd,0.0156283807009458,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,14,retail,underwater,-0.0036440009716898,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,14,retail,underwater,-0.0159312207251787,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,14,retail,underwater,-0.0051507712341845,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,15,foreign,momentum,-0.0057394122704863,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,15,foreign,momentum,-0.0023933502379804,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,15,foreign,momentum,-0.0132608050480484,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,15,foreign,herd,0.0119146155193448,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,15,foreign,herd,-0.002578867599368,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,15,foreign,herd,0.0174411889165639,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,15,foreign,underwater,-0.0004494074964895,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,15,foreign,underwater,-0.009933334775269,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,15,foreign,underwater,0.0118659297004342,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,15,institution,momentum,-0.0003921710303984,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,15,institution,momentum,-0.0001113830949179,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,15,institution,momentum,0.0019221988040953,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,15,institution,herd,-0.0002283573994645,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,15,institution,herd,0.0020625267643481,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,15,institution,herd,4.860507033299655e-06,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,15,institution,underwater,0.0029631427023559,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,15,institution,underwater,0.0003172025317326,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,15,institution,underwater,0.000433022622019,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,15,retail,momentum,0.0010415541473776,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,15,retail,momentum,0.0158623363822698,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,15,retail,momentum,0.0066160829737782,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,15,retail,herd,-0.0057567106559872,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,15,retail,herd,0.0058262548409402,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,15,retail,herd,0.01012868527323,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,15,retail,underwater,-0.0018301210366189,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,15,retail,underwater,-0.0246100537478923,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,15,retail,underwater,-0.0016982072265818,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,16,foreign,momentum,-0.0010849194368347,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,16,foreign,momentum,-0.0094658806920051,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
